Price,Close,High,Low,Open,Volume,RSI,SMA20,SMA50,MACD,Signal_Line,SMA_Ratio,Volume_Change,Target,Predicted
2025-06-30,1494.630615234375,1518.734421010171,1490.0489382705405,1507.7781788170053,8409527.0,67.25960876857613,1444.5008117675782,1413.7536181640626,21.271072440712032,15.93137018386643,1.0217486223967687,-0.24354703027385316,1,
2025-07-01,1522.320068359375,1525.3081343971446,1494.132596769193,1494.630607775488,10368523.0,70.14700730253465,1450.6213684082031,1418.3930908203124,24.406580642648574,17.62641227562286,1.0227216825832477,0.232949605845846,0,
2025-07-02,1512.75830078125,1523.9136988316195,1502.6983810571346,1522.3200879079554,6361002.0,69.33872768199787,1455.3674194335938,1422.9269848632812,25.82227563061042,19.265584946620372,1.0227983831323781,-0.38650837732625953,0,
2025-07-03,1511.76220703125,1525.806092605863,1506.9812529023668,1514.7502729656237,11283291.0,74.05027557467402,1459.1224243164063,1427.2656567382812,26.5577069530234,20.72400934790098,1.0223201388106873,0.7738228977132848,1,
2025-07-04,1521.2244873046875,1523.913698138102,1511.1645675851505,1517.9375659885409,6603501.0,73.99463243199196,1463.2957641601563,1431.7617016601562,27.586073430253464,22.09642216437148,1.02202465847734,-0.4147539933163117,1,
2025-07-07,1535.367919921875,1538.65484117058,1518.933556847784,1520.5271677380254,7251074.0,78.4132137684042,1467.9123229980469,1436.5645190429686,29.20565348950845,23.518268429398876,1.0218213686468895,0.09806510213294439,0,
2025-07-08,1531.4833984375,1538.7544076502809,1524.1128113419518,1529.8897875590692,7171261.0,77.29811420344593,1472.847613525391,1439.9270874023437,29.83185092761255,24.780984929041608,1.0228626340952003,-0.011007059092211668,0,
2025-07-09,1512.9573974609375,1544.8301010282516,1504.0927774643353,1530.586937987722,8870660.0,70.18368669984523,1476.338671875,1442.3035961914063,28.504639715146595,25.52571588626261,1.0235977194908672,0.23697352529771254,0,
2025-07-10,1511.16455078125,1518.6347158851345,1501.5031858807802,1513.654605815878,10047129.0,64.07284208304984,1480.1036376953125,1444.5386694335937,26.996943563237664,25.81996142165762,1.02462029505632,0.13262474269107383,0,
2025-07-11,1489.2520751953125,1508.9733598189127,1484.371664566644,1505.9852937598653,7234991.0,59.907101457982215,1483.4552490234375,1446.0406689453123,23.76003891242817,25.40797691981173,1.025873809002491,-0.2798946843421638,0,
2025-07-14,1477.7977294921875,1494.0329360309418,1473.2160528053016,1486.263916129696,10311846.0,58.253862445055006,1485.74111328125,1447.0844970703124,20.03949585171631,24.334280706192647,1.0267134478250577,0.42527419868248617,1,
2025-07-15,1479.4910888671875,1490.5469086437597,1476.503022895967,1480.2878335086834,8132454.0,54.905132345741656,1488.4403381347656,1448.369365234375,17.03125293831863,22.87367515261785,1.0276662665354748,-0.21134838514849819,1,
2025-07-16,1479.690185546875,1485.068728397248,1465.6463003598592,1467.1403332858122,10409983.0,46.90488909189172,1491.204296875,1449.9550317382811,14.496161468500077,21.198172415794293,1.0284486513262878,0.28005433538265323,0,
2025-07-17,1470.52685546875,1483.674296790977,1468.0368005528198,1481.4830970988437,11854613.0,36.62552547276788,1493.3507202148437,1451.337509765625,11.6138023737376,19.281298407382952,1.0289479257350713,0.1387735215321677,0,
2025-07-18,1470.12841796875,1478.8934598804974,1463.2558421043927,1478.8934598804974,10296318.0,40.63925875905192,1493.83876953125,1453.3056494140626,9.191408611473662,17.263320448201092,1.0278902928186713,-0.13145051635173577,0,
2025-07-21,1422.9169921875,1470.128458883213,1417.4388712363768,1459.1722169809668,22442744.0,16.95363582647768,1492.434375,1453.1482788085937,3.4226227398398805,14.495180906528851,1.027035159979418,1.1796863694380844,0,
