Price,Close,High,Low,Open,Volume,RSI,SMA20,SMA50,MACD,Signal_Line,SMA_Ratio,Volume_Change,Target,Predicted
2025-06-30,998.2658081054688,1004.400566128524,995.2732550959096,1003.2533964547342,13649020.0,62.94244294847187,967.4353088378906,957.6226733398438,9.74843647346188,5.167761360673067,1.0102468704754284,-0.5162218045166082,1,
2025-07-01,1003.5526123046876,1005.4977838847652,999.5126780283082,1000.0114368496796,14389386.0,68.99046747861541,970.1396362304688,958.679737548828,11.100439926085642,6.354297073755582,1.011953834250155,0.054243161780113125,0,
2025-07-02,990.5350341796876,1007.4429706558584,986.4950998423908,1007.4429706558584,18878250.0,63.42015989249825,971.7836212158204,959.1350646972656,10.994761869866808,7.282390032977828,1.0131874612701675,0.3119566046807001,1,
2025-07-03,991.0836181640624,1001.507689459166,989.6871300276722,994.9739612315548,16860506.0,71.20425072232307,973.247836303711,959.9743225097656,10.830430925772475,7.991998211536758,1.0138269467033691,-0.10688194085786551,1,
2025-07-04,992.1809692382812,999.2633203019868,987.5424877454124,991.0836632772651,7863944.0,68.96004179865467,974.04912109375,960.9055798339843,10.66579587377555,8.526757743984517,1.0136782859165376,-0.5335879006240976,0,
2025-07-07,991.2332763671876,996.7196233059492,989.4377568185034,992.031278290642,11349426.0,70.3249979482455,974.7980834960938,961.8731372070312,10.339661334787252,8.889338462145064,1.0134372671292105,0.44322314604478374,1,
2025-07-08,998.2159423828124,1000.0114620081928,986.0462146584524,986.0462146584524,15224316.0,71.74569532920837,976.2316436767578,962.8915478515624,10.52333371335294,9.21613751238664,1.013854203887198,0.34141726638862613,1,
2025-07-09,1003.1036987304688,1004.4005203490876,996.5699704674604,1001.0089360727128,13861428.0,72.86719236583693,978.2771270751952,964.1201928710938,10.937219032402822,9.560353816389876,1.0146837855993274,-0.08952047500853244,0,
2025-07-10,1000.6099243164062,1005.9965439473216,997.5176439735465,1005.4977851253348,17030310.0,66.72983214263171,980.3705871582032,965.1391235351564,10.937913912788645,9.83586583566963,1.0157816248990676,0.2286115110218081,0,
2025-07-11,989.3878784179688,999.91173856234,987.9913902076418,996.5201541247732,12516922.0,64.5396069816465,982.5393432617188,965.9641979980468,9.918603802528423,9.85241342904139,1.0171591714248043,-0.26502089509821014,0,
2025-07-14,989.0387573242188,991.8816582943851,982.8541356715338,989.0387573242188,13088850.0,61.89169613166014,984.251577758789,966.6352783203124,8.97911637758068,9.677754018749248,1.0182243497972554,0.045692383478941556,1,
2025-07-15,995.2732543945312,999.31318877786,984.0511806165924,984.0511806165924,14498168.0,60.46518902431398,986.418603515625,967.4813696289062,8.63806341632062,9.469815898263525,1.0195737452742708,0.10767317220382244,1,
2025-07-16,995.6722412109376,1008.8394251469304,993.826797075495,1006.4952830829004,17994612.0,48.71038053265743,988.49951171875,968.1982934570312,8.304245219305244,9.236701762471869,1.0209680376415782,0.24116453885759914,0,
2025-07-17,990.98388671875,999.9116815490104,988.8890631972324,999.5126501495852,22529158.0,39.23073664591012,990.3114685058594,968.9901696777343,7.5740716841552285,8.904175746808539,1.0220036275860425,0.2519946526215737,0,
2025-07-18,976.2705078125,996.021344530824,974.0759568696542,990.9838927216936,16129446.0,34.90755763356253,990.6625610351564,969.8706042480468,5.741967358577085,8.271734069162248,1.021437866758762,-0.28406352336825014,1,
2025-07-21,997.7670288085938,998.5151670456409,985.7968170158388,986.6446826643672,22309078.0,46.75252953320367,992.4905426025392,970.514970703125,5.955944648954073,7.808576185120613,1.0226432075370184,0.3831273560170634,1,
2025-07-22,1001.058837890625,1006.4953213272488,999.0139388595042,1004.051390877723,14836814.0,56.63104409466256,994.1747833251952,971.5665600585936,6.318311117771032,7.510523171650697,1.0232698655923669,-0.3349427529008595,1,
2025-07-23,1009.6375122070312,1012.3806857402004,999.0139248978444,1003.0039954915454,13634916.0,60.61646586485645,995.8118927001954,972.9081213378906,7.214551617238158,7.45132886076819,1.0235415563504688,-0.08100782283851504,0,
2025-07-24,1004.5999755859376,1016.320807677376,1001.7072110041944,1016.320807677376,19107176.0,56.79950916735569,996.17099609375,973.9200256347656,7.432662459101039,7.44759558043476,1.022846814803384,0.40134167309868274,0,
2025-07-25,1002.2999877929688,1007.5,999.5,1007.5,9306598.0,55.97070315973041,996.0385375976564,974.87705078125,7.335369506032066,7.425150365554222,1.0217068263115312,-0.5129265570171123,1,
2025-07-28,1004.25,1010.7000122070312,1000.25,1001.5,12059580.0,53.44242841244797,996.3377471923828,975.8336096191406,7.331105408250778,7.406341374093534,1.0210119198305179,0.29580970404008,1,
2025-07-29,1010.7999877929688,1013.25,998.1500244140624,999.9500122070312,19895696.0,54.30900621118012,996.7001159667968,977.1559936523438,7.766725378849742,7.478418175044776,1.0200010258765362,0.6497834916307201,1,
2025-07-30,1012.9000244140624,1016.2999877929688,1008.5,1014.0,15154036.0,56.91146598824609,997.8183654785156,978.4029650878906,8.187037674547582,7.6201420749453375,1.019843971332283,-0.2383259173240283,0,
2025-07-31,1009.0999755859376,1015.7000122070312,1004.0,1007.2999877929688,22183032.0,62.09495062223113,998.7191833496094,979.6420153808592,8.119904806830277,7.720094621322326,1.0194736114511518,0.46383656472770696,0,
2025-08-01,1006.0999755859376,1014.1500244140624,1004.6500244140624,1007.0,11317258.0,60.13860971007888,999.4151336669922,980.6858935546876,7.735457063669173,7.723167109791696,1.0190981029047097,-0.4898236634198607,0,
2025-08-04,996.0,1009.25,994.0499877929688,1005.0499877929688,13933946.0,50.41289872451156,999.6534698486328,981.4626538085936,6.540402151902072,7.4866141182137715,1.01853439452785,0.23121218938368293,0,
2025-08-05,988.7999877929688,997.2000122070312,982.75,993.25,23978058.0,46.37563598181165,999.1826721191406,982.23255859375,4.955211123011964,6.980333519173411,1.0172567213101325,0.7208375861367626,1,
2025-08-06,992.6500244140624,994.0,985.0,985.5499877929688,14080204.0,50.88654509175272,998.6599884033204,983.1070910644532,3.963908125729404,6.37704844048461,1.0158201456181415,-0.41278797473923867,1,
2025-08-07,997.7000122070312,1000.7999877929688,988.4000244140624,990.0499877929688,13081186.0,62.70956606602587,998.5144927978516,984.0431567382813,3.5449215201666675,5.810623056421022,1.014705997354361,-0.07095195495747075,0,
2025-08-08,986.9500122070312,996.4000244140624,985.0,993.5499877929688,13895264.0,42.64729798801169,998.3925994873048,984.5925427246094,2.3187078375159444,5.112240012640007,1.0140160078041087,0.062232736389498555,1,
2025-08-11,997.7999877929688,998.7999877929688,986.5499877929688,987.9500122070312,9105854.0,47.991247613823525,998.8306610107422,985.4852221679688,2.1971002088184832,4.529212051875702,1.01354199793419,-0.34467930943953273,0,
2025-08-12,984.9500122070312,998.0,983.75,995.9500122070312,12937802.0,35.54385663943269,998.3144989013672,986.1949011230467,1.051716120119636,3.833712865524489,1.0122892521189464,0.42082247310356613,1,
