Price,Close,High,Low,Open,Volume,RSI,SMA20,SMA50,MACD,Signal_Line
Ticker,,,,,,,,,,
Date,,,,,,,,,,
2025-04-21,3269.0087890625,3300.895699711744,3232.102531239247,3238.007532490968,2432946.0,,,,0.0,0.0
2025-04-22,3261.922607421875,3281.113861561047,3242.8298660806427,3269.99296804921,2710498.0,,,,-0.5652794471152447,-0.11305588942304895
2025-04-23,3358.961669921875,3366.736492414926,3284.460282754783,3311.7216581562,3543923.0,,,,6.739287560952107,1.2574128006519822
2025-04-24,3347.7421875,3358.469510485716,3334.0621235706053,3347.25010405524,2252175.0,,,,11.49043647594408,3.3040175357104014
2025-04-25,3393.40771484375,3422.735938624516,3351.0885351052693,3365.851039665205,2742991.0,,,,18.724735539602534,6.388161136488828
2025-04-28,3388.978515625,3403.05214950068,3351.088092261689,3380.6130974798534,1593296.0,,,,23.82591993339929,9.875712895870922
2025-04-29,3417.51953125,3439.663286312095,3376.086009001543,3400.296610646148,1578332.0,,,,29.827830093116063,13.86613633531995
2025-04-30,3399.017333984375,3454.32746830495,3312.7059408589703,3417.027637154589,2809332.0,,,,32.714304309959516,17.635769930247864
2025-05-02,3376.6767578125,3436.218857447492,3365.8509215152285,3417.027602193238,1721761.0,,,,32.820820149217525,20.672779974041795
2025-05-05,3399.60791015625,3449.013042507524,3391.832847162291,3395.375944257656,1284443.0,,,,34.35951200341742,23.41012637991692
2025-05-06,3405.217529296875,3418.011699204638,3382.5816902292945,3405.217529296875,1324763.0,,,,35.620969404639254,25.852294984861388
2025-05-07,3390.553466796875,3404.7253739778457,3366.4413778642383,3366.4413778642383,1477128.0,71.85834600014226,,,35.03357099357754,27.688550186604623
2025-05-08,3394.293212890625,3421.948399604324,3374.4130890526376,3393.4075587678194,2543591.0,72.23185437228852,,,34.472442912690894,29.04532873182188
2025-05-09,3385.82958984375,3391.636078710749,3344.297792808673,3345.1834469493565,2531757.0,70.12545550594388,,,32.96480348475052,29.82922368240761
2025-05-12,3563.077880859375,3573.018063028258,3446.7493970179844,3449.505112495261,2228678.0,81.45260306967266,,,45.54740203692927,32.97285935331194
2025-05-13,3459.3466796875,3565.636705692123,3454.9179286039744,3563.077775622703,3062887.0,67.49826347940302,,,46.61165092835154,35.700617668319865
2025-05-14,3492.51318359375,3504.618485051228,3453.0482333329505,3465.251807319678,2119499.0,63.348418497896326,,,49.560038252575396,38.47250178517098
2025-05-15,3523.21923828125,3543.001090479818,3458.4612439031466,3507.57107957502,3548330.0,66.88127392723771,,,53.754727404715595,41.528946909079906
2025-05-16,3504.91357421875,3536.997270491984,3489.954285627693,3536.997270491984,1666727.0,61.323175907781895,,,54.96829439465773,44.21681640619548
2025-05-19,3463.08642578125,3493.792384030949,3448.2254099532133,3493.792384030949,2537377.0,56.99425705287548,3409.7446899414062,,51.95603681176726,45.76466048730984
2025-05-20,3442.911376953125,3501.666097309959,3438.6794109052826,3475.8809706180728,2038374.0,52.43491709271765,3418.4398193359375,,47.39450874986005,46.090630139819886
2025-05-21,3469.975830078125,3480.998451703358,3442.911239345345,3452.457610566972,1440153.0,56.694536961539,3428.84248046875,,45.43954132956469,45.96041237776885
2025-05-22,3421.948486328125,3442.4192069502,3396.655443759444,3439.663491434224,2034383.0,54.07369035708967,3431.9918212890625,,39.55880107059102,44.68009011633328
2025-05-23,3458.952880859375,3479.0297883369053,3410.7287055754973,3421.9481114702744,1274331.0,55.20813737585313,3437.552355957031,,37.45248845342576,43.23456978375178
2025-05-26,3481.293701171875,3488.871738416089,3454.524408949068,3465.2517322885897,967470.0,56.48600133713103,3441.9466552734375,,37.157608240365334,42.01917747507449
2025-05-27,3443.304931640625,3483.951075577389,3427.952071065876,3476.0777398133723,2467680.0,54.32538627599196,3444.662976074219,,33.472685053960504,40.3098789908517
2025-05-28,3442.32080078125,3473.1252753361427,3437.6952640263944,3464.267772508705,1222933.0,53.95592599608512,3445.903039550781,,30.125675707693517,38.27303833422007
2025-05-29,3442.714599609375,3476.5698475204663,3431.2981665619545,3449.2099574948597,3188072.0,54.748619747244085,3448.0879028320314,,27.191476545680416,36.05672597651214
2025-05-30,3408.563720703125,3451.1781977204464,3398.42699333174,3434.7426576999464,3404365.0,33.05268558526329,3449.6822509765625,,21.858441545362894,33.217069090282294
2025-06-02,3395.17919921875,3405.217654074579,3364.4732383699834,3395.375984554132,1877585.0,41.222427943958195,3449.4608154296875,,16.36332760567302,29.84632079336044
2025-06-03,3351.28515625,3418.503805107925,3346.6596197695403,3391.439214740725,2848125.0,31.232009696919363,3446.764196777344,,8.370043141392216,25.551065262966798
2025-06-04,3356.94482421875,3370.746482399833,3346.122152204125,3364.9875293233777,2544807.0,26.327720612463665,3445.0837646484374,,2.4635967108574732,20.933571552544933
2025-06-05,3347.214111328125,3384.8454732776427,3339.866398705881,3384.8454732776427,3584683.0,26.986628853601445,3442.7298095703127,,-2.9682754150057917,16.153202159034787
2025-06-06,3360.221435546875,3366.873914676264,3334.902114040244,3347.2144001409188,2070390.0,33.61009344543777,3441.4494018554688,,-6.152567878901209,11.692048151447588
2025-06-09,3397.654296875,3409.668660230926,3366.873944962607,3375.9095645850757,1718678.0,43.16489889287681,3433.17822265625,,-5.591171978240709,8.23540412550993
2025-06-10,3438.36376953125,3461.1016586442274,3398.94510956099,3415.626122829056,2419874.0,45.414670871794364,3432.1290771484373,,-1.8401355253363363,6.220296195340677
2025-06-11,3447.300048828125,3464.278985186734,3424.6617902310286,3445.4136080819626,2847013.0,54.14759428347753,3429.8684204101564,,1.8325464888021088,5.3427462540329635
2025-06-12,3409.866943359375,3450.079980797376,3398.944883808313,3447.299771702225,4060134.0,41.98063763694931,3424.2008056640625,,1.7030035110474273,4.614797705435857
2025-06-13,3421.28564453125,3426.0516828925206,3369.157630228437,3369.157630228437,2178493.0,39.833425571358724,3420.0194091796875,,2.492995818414329,4.1904373280315514
2025-06-16,3471.527099609375,3484.1370655851665,3401.9236944953027,3415.625963412075,1934088.0,54.590807424210645,3420.441442871094,,7.091390813968701,4.770628025218981
2025-06-17,3490.392578125,3495.059228043925,3463.3853507540894,3485.13008250971,2111940.0,57.38978486149079,3422.8155029296877,,12.118246822399215,6.240151784655028
2025-06-18,3426.945068359375,3512.9315625297536,3418.704071793645,3494.16557511537,2696327.0,47.969476764290555,3420.66396484375,,10.857227282773238,7.16356688427867
2025-06-19,3399.739501953125,3426.548195455676,3388.817441637271,3425.5552808815078,2672768.0,48.84307953892187,3419.553515625,,7.575275311538917,7.2459085697307195
2025-06-20,3411.3564453125,3421.881436427704,3386.732116175425,3400.7323081895083,2351248.0,52.130832922786816,3417.173693847656,,5.844325228139496,6.965591901412475
