Price,Close,High,Low,Open,Volume,RSI,SMA20,SMA50,MACD,Signal_Line,Signal,Position,Return,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2025-08-07,997.7000122070312,1000.7999877929688,988.4000244140624,990.0499877929688,13081186.0,62.70956606602587,998.5144927978516,984.0431567382813,3.5449215201666675,5.810623056421022,0,-1,0.005087379911111967,-0.005087379911111967,1.0494379298649308,0.9756428311814214
2025-08-08,986.9500122070312,996.4000244140624,985.0,993.5499877929688,13895264.0,42.64729798801169,998.3925994873048,984.5925427246094,2.3187078375159444,5.112240012640007,0,-1,-0.010774781866765504,0.010774781866765504,1.0381304650879262,0.9861551698672748
2025-08-11,997.7999877929688,998.7999877929688,986.5499877929688,987.9500122070312,9105854.0,47.991247613823525,998.8306610107422,985.4852221679688,2.1971002088184832,4.529212051875702,0,-1,0.010993439841674002,-0.010993439841674002,1.0495430899036793,0.9753139323327831
2025-08-12,984.9500122070312,998.0,983.75,995.9500122070312,12937802.0,35.54385663943269,998.3144989013672,986.1949011230467,1.051716120119636,3.833712865524489,0,-1,-0.012878308020789153,0.012878308020789153,1.036026750710809,0.9878743255703316
2025-08-13,990.1500244140624,997.0,984.5499877929688,997.0,13577396.0,41.554679763593086,998.0383880615234,986.844794921875,0.557165843550365,3.1784034611296645,0,-1,0.005279468138062349,-0.005279468138062349,1.0414964209313669,0.9826588745440732
2025-08-14,995.5499877929688,998.0,985.5999755859376,989.0,17511716.0,46.19289444948575,998.2666931152344,987.5198083496092,0.5941145192730346,2.661545672758338,0,-1,0.0054536820135937525,-0.0054536820135937525,1.0471764112294226,0.977299765514474
2025-08-18,1001.7999877929688,1013.2999877929688,997.7999877929688,1005.0,19284796.0,48.682080750256254,999.5431671142578,988.0327026367188,1.1148678746766336,2.352210113141997,0,-1,0.0062779368958214565,-0.0062779368958214565,1.0537505186579137,0.971164339258273
2025-08-19,995.5499877929688,1003.0499877929688,993.3499755859376,999.1500244140624,12352438.0,41.77010470507476,999.4323150634766,988.4186218261718,1.0115849722186567,2.0840850849573296,0,-1,-0.006238770289635487,0.006238770289635487,1.0471764112294226,0.9772232104843909
2025-08-20,994.0999755859376,996.0,989.5,993.5,9950228.0,39.78258215862781,999.0843719482422,988.9097265625,0.8034667959746002,1.827961427160784,0,-1,-0.0014564936214259694,0.0014564936214259694,1.0456512054659592,0.9786465298571709
2025-08-21,995.5999755859376,998.75,991.5999755859376,998.75,12439850.0,42.47491229168425,998.3824951171875,989.5778454589844,0.7509130476811379,1.6125517512648546,0,-1,0.0015089025619539065,-0.0015089025619539065,1.047228991248797,0.9771698476010221
2025-08-22,982.2999877929688,998.0,978.5499877929688,994.9500122070312,19833502.0,38.09999884033128,997.2674957275392,990.0490307617188,-0.3597866422750257,1.2180840725568784,0,-1,-0.013358766692557866,0.013358766692557866,1.0332393034810217,0.9902236316141265
2025-08-25,982.0499877929688,988.7000122070312,978.5,980.0999755859376,17518044.0,42.26288526130708,996.254995727539,990.769775390625,-1.2458358393371327,0.7253000901780763,0,-1,-0.0002545047369507669,0.0002545047369507669,1.032976339183882,0.990475648219013
2025-08-26,973.4000244140624,985.7000122070312,968.0,979.5,16917731.0,41.593898610915794,994.7124969482422,991.14189453125,-2.6158619374684804,0.0570676846487649,0,-1,-0.008808068312638584,0.008808068312638584,1.023877813023011,0.9991998253905311
2025-08-28,957.7999877929688,972.2000122070312,955.0,967.0,25438255.0,33.13978450172306,992.062496948242,991.2592395019532,-4.903881181419706,-0.9351220885649292,0,-1,-0.016026336788397044,0.016026336788397044,1.007468802361337,1.0152133383111472
2025-08-29,951.5999755859376,963.2999877929688,950.0999755859376,954.0,14823813.0,27.942553326943653,988.997494506836,991.2101574707032,-7.135192033721182,-2.17513607759618,-1,-1,-0.006473180503288267,0.006473180503288267,1.0009472749522204,1.0217849974993811
2025-09-01,950.5999755859376,957.4500122070312,946.3499755859376,949.5999755859376,20178344.0,30.817910270854583,986.072494506836,991.1272619628908,-8.881829401949062,-3.5164747424667566,-1,-1,-0.00105086173356006,0.00105086173356006,0.9998954177636619,1.022858752253179
