Stock,Rule_Based_Return,ML_Strategy_Return
HDFCBANK_NS_6mo,0.963551603124614,1.0
RELIANCE_NS_6mo,0.8975126199252533,1.0255977877285583
TCS_NS_6mo,1.1082538834685705,0.997180949808421
